ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S1415-65552019000300395-scl","Relacionamentos Interpessoais Formal e Informal: Interação das Redes no Ambiente Acadêmico","Leonardo, Sandra Bergamini, Farina, Milton Carlos, Andreoli, Taís Pasquotto, Lima, Ana Paula Morais Boteon de","Revista de Administração Contemporânea; 23(3); 395-415","Revista de Administração Contemporânea","Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552019000300395&lang=pt" 
"S0100-55022019000200095-scl","Percepção do Estudante de Medicina sobre a Inserção da Radiologia no Ensino de Graduação com Uso de Metodologias Ativas","Silva, Alexandre Ferreira da, Domingues, Robson José de Souza, Kietzer, Kátia Simone, Freitas, Jofre Jacob da Silva","Revista Brasileira de Educação Médica; 43(2); 95-105","Revista Brasileira de Educação Médica","Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022019000200095&lang=pt" 
"S0103-21862019000100033-scl","Compadrio, mobilidade social e redes sociais: a trajetória de uma família entre a escravidão e a liberdade (Minas Gerais, 1797-1828)","Andrade, Mateus Rezende","Estudos Históricos (Rio de Janeiro); 32(66); 33-52","Estudos Históricos (Rio de Janeiro)","Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862019000100033&lang=pt" 
"S1982-61252019000100001-scl","Governability of tourist policies: the role of the participation spaces in the perspective of the network analysis and the institutional theory","Endres, Ana Valéria, Pakman, Elbio Troccoli","Revista Brasileira de Pesquisa em Turismo; 13(1); 1-18","Revista Brasileira de Pesquisa em Turismo","Inglês, Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-61252019000100001&lang=pt" 
"S0104-12902019000100016-scl","“UPA é nós aqui mesmo”: as redes de apoio social no cuidado à saúde da população em situação de rua em um município de pequeno porte","Vale, Aléxa Rodrigues do, Vecchia, Marcelo Dalla","Saúde e Sociedade; 28(1); 222-234","Saúde e Sociedade","Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902019000100016&lang=pt" 
"S0104-44782019000200210-scl","Panorama das Comissões da Verdade no Brasil: uma reflexão sobre novos sentidos de legitimidade e representação democrática","Hollanda, Cristina Buarque de, Israel, Vinícius Pinheiro","Revista de Sociologia e Política; 27(70); -","Revista de Sociologia e Política","Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782019000200210&lang=pt" 
"S0103-37862019000100313-scl","Por métricas alternativas mais relevantes para a América Latina","BARATA, Germana","Transinformação; 31(); -","Transinformação","Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862019000100313&lang=pt" 
"S0104-44782019000300208-scl","Twitter, the End of Bipartisan Politics and the Rise of Populism. The Spanish Campaign in May 2015","Gelado-Marcos, Roberto, Puebla-Martínez, Belén, Rubira-García, Rainer","Revista de Sociologia e Política; 27(71); -","Revista de Sociologia e Política","Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782019000300208&lang=pt" 
"S0104-44782019000300208-scl","Twitter, the End of Bipartisan Politics and the Rise of Populism. The Spanish Campaign in May 2015","Gelado-Marcos, Roberto, Puebla-Martínez, Belén, Rubira-García, Rainer","Revista de Sociologia e Política; 27(71); -","Revista de Sociologia e Política","Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782019000300208&lang=pt" 
"S1808-24322019000100203-scl","Discurso de ódio em redes sociais e reconhecimento do outro: o caso M.","Martins, Anna Clara Lehmann","Revista Direito GV; 15(1); -","Revista Direito GV","Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-24322019000100203&lang=pt" 
"S0103-166X2019000101003-scl","The use of Social Network Analysis in a study of intergroup relations between affirmative action and regular students in a public university","RIBEIRO, Elisa Maria Barbosa de Amorim, PEIXOTO, Adriano de Lemos Alves, MIRANDA, José Garcia Vivas, BASTOS, Antônio Virgílio Bittencourt","Estudos de Psicologia (Campinas); 36(); -","Estudos de Psicologia (Campinas)","Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-166X2019000101003&lang=pt" 
"S1414-32832019000100219-scl","Redes sociales virtuales y Salud. Una experiencia participativa sobre la enfermedad renal crónica","Mercado-Martínez, Francisco J., Huerta-Francisco, Victor A., Urias-Vázquez, Jorge E.","Interface - Comunicação, Saúde, Educação; 23(); -","Interface - Comunicação, Saúde, Educação","Espanhol","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832019000100219&lang=pt" 
"S2175-62362019000400610-scl","Ideologia de Gênero: uma metodologia de análise","Moreira, Jasmine, César, Maria Rita de Assis","Educação &amp; Realidade; 44(4); -","Educação &amp; Realidade","Inglês, Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-62362019000400610&lang=pt" 
"S0103-37862019000100306-scl","Impacto de altmetrics sobre a visibilidade de artigos em acesso aberto da enfermagem brasileira: um estudo de caso","SILVA FILHO, Rubens da Costa, VANZ, Samile Andréa de Souza","Transinformação; 31(); -","Transinformação","Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862019000100306&lang=pt" 
"S1517-97022019000100584-scl","Projetos e práticas de mídia-educação nas escolas públicas municipais do Rio de Janeiro","Duarte, Rosália, Milliet, Joana, Migliora, Rita","Educação e Pesquisa; 45(); -","Educação e Pesquisa","Inglês, Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022019000100584&lang=pt" 
"S0100-55022019000500036-scl","Classificação dos Grupos de Interesse Especial (SIGs) da Rede Universitária de Telemedicina (Rute) em Grupos Homogêneos com base em Sua Produção em Comunicação, Cooperação e Coordenação (3C)","Brito, Thiago Delevidove de Lima Verde, Lopes, Paulo, Meireles, Luan, Moraes, Max, Messina, Luiz, Haddad, Ana Estela, Pisa, Ivan Torres","Revista Brasileira de Educação Médica; 43(1); 36-46","Revista Brasileira de Educação Médica","Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022019000500036&lang=pt" 
"S0102-71822019000100245-scl","SIGNIFICANT SOCIAL NETWORKS AND VIOLENCE AGAINST WOMEN: PERSPECTIVE OF PROFESSIONALS FROM A SHELTER","Krenkel, Scheila, Moré, Carmen Leontina Ojeda Ocampo, Espinosa, Leonor Maria Cantera","Psicologia &amp; Sociedade; 31(); -","Psicologia &amp; Sociedade","Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-71822019000100245&lang=pt" 
"S1414-32832019000100266-scl","“Algo tão simples de viver e controlar, mas difícil de compartilhar e defender”: HIV/Aids, segredos e socialidades em uma rede social on-line","Damasceno, Éverson de Brito, Cortez, Lumena Cristina de Assunção, Ferreira, Fábbio de Souza, Silva, Mercês de Fátima dos Santos, Melo, Lucas Pereira de","Interface - Comunicação, Saúde, Educação; 23(); -","Interface - Comunicação, Saúde, Educação","Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832019000100266&lang=pt" 
"S1414-32832019000100246-scl","Internet and hiv/aids: a virtual ethnography on Facebook","Oliveira Neto, Alfredo de, Camargo Júnior, Kenneth Rochel de","Interface - Comunicação, Saúde, Educação; 23(); -","Interface - Comunicação, Saúde, Educação","Inglês","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832019000100246&lang=pt" 
"S0104-83332019000200502-scl","Feminismos em movimento no ciberespaço*","Martinez, Fabiana","Cadernos Pagu; (56); -","Cadernos Pagu","Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-83332019000200502&lang=pt" 
"S2175-62362019000300606-scl","A Rede de Difusão do Movimento Escola Sem Partido no Facebook e Instagram: conservadorismo e reacionarismo na conjuntura brasileira","Severo, Ricardo Gonçalves, Gonçalves, Suzane da Rocha Vieira, Estrada, Rodrigo Duque","Educação &amp; Realidade; 44(3); -","Educação &amp; Realidade","Inglês, Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-62362019000300606&lang=pt" 
"S1517-97022019000100406-scl","Repercussão da política nacional de educação especial no Espírito Santo nos últimos dez anos","Almeida, Mariangela Lima de, Melo, Douglas Christian Ferrari de, França, Marileide Gonçalves","Educação e Pesquisa; 45(); -","Educação e Pesquisa","Inglês, Português","2019","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022019000100406&lang=pt" 
"S1982-25532018000300215-scl","#YoSoy132: rastros de vídeos","Fujisawa, Katia Sayuri","Galáxia (São Paulo); (39); 215-230","Galáxia (São Paulo)","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-25532018000300215&lang=pt" 
"S1517-45222018000300142-scl","O imigrante segundo as Ciências Sociais brasileiras, 1940-1960","Taniguti, Gustavo T.","Sociologias; 20(49); 142-196","Sociologias","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222018000300142&lang=pt" 
"S0100-15742018000401088-scl","Estratégias organizativas do lobby da educação na constituinte 87-88","Costa, Lucas Nascimento Ferraz","Cadernos de Pesquisa; 48(170); 1088-1113","Cadernos de Pesquisa","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742018000401088&lang=pt" 
"S0103-166X2018000300265-scl","A evolução das redes sociais na execução de projetos em um agrupamento escolar","SOUSA, Fernando Cardoso, MONTEIRO, Ileana Pardal, BICA, José Pires","Estudos de Psicologia (Campinas); 35(3); 265-274","Estudos de Psicologia (Campinas)","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-166X2018000300265&lang=pt" 
"S1413-99362018000300124-scl","Imaginários urbanos, coletivos sociotécnicos e vigilância cívica: a vida social em rede e os novos espaços da moralidade","Arruda, José Pedro","Perspectivas em Ciência da Informação; 23(3); 124-143","Perspectivas em Ciência da Informação","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362018000300124&lang=pt" 
"S1414-98932018000300537-scl","Os Festejos como Estratégia de Fortalecimento Comunitário em Comunidade de Manaus (AM)","Araújo, Kamila Bezerra de, Calegare, Marcelo Gustavo Aguilar","Psicologia: Ciência e Profissão; 38(3); 537-550","Psicologia: Ciência e Profissão","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932018000300537&lang=pt" 
"S1414-98932018000300494-scl","Envelhecimento e Prática de Rejuvenescimento: Estudo de Representações Sociais","Aguiar, Adriana de, Camargo, Brigido Vizeu, Bousfield, Andréa Barbará da Silva","Psicologia: Ciência e Profissão; 38(3); 494-506","Psicologia: Ciência e Profissão","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932018000300494&lang=pt" 
"S1518-70122018000300457-scl","Análise da Social Netchain em cadeias do agronegócio: aplicação em uma cadeia brasileira de pescado","Kremer, Andréia Maria, Talamini, Edson","Interações (Campo Grande); 19(3); 457-470","Interações (Campo Grande)","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1518-70122018000300457&lang=pt" 
"S1982-61252018000200046-scl","Fans of Sesc in São Paulo: a study on hospitality and welcome","Camargo, Luiz Octávio de Lima, Cavenaghi, Airton José, Pereira, Danilo Cava, Wada, Elizabeth Kyoko","Revista Brasileira de Pesquisa em Turismo; 12(2); 46-64","Revista Brasileira de Pesquisa em Turismo","Inglês, Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-61252018000200046&lang=pt" 
"S2236-34592018000200061-scl","LUIS CONTIER COMO CATALISADOR DE REDES: CLASSES EXPERIMENTAIS E RENOVAÇÃO DO ENSINO SECUNDÁRIO EM SÃO PAULO NAS DÉCADAS DE 1950 E 1960","Vieira, Letícia, Chiozzini, Daniel Ferraz","História da Educação; 22(55); 61-80","História da Educação","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2236-34592018000200061&lang=pt" 
"S1982-25532018000200005-scl","Ator-rede versus Análise de Redes versus Redes Digitais: falamos das mesmas redes?","Venturini, Tommaso, Munk, Anders, Jacomy, Mathieu","Galáxia (São Paulo); (38); 5-27","Galáxia (São Paulo)","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-25532018000200005&lang=pt" 
"S1982-25532018000200040-scl","Ecologia dos aplicativos de mídias sociais da Google Play Store sob a ótica dos métodos digitais e da análise de redes para mídias sociais","Prado, Jan Alyne Barbosa, Zago, Gabriela da Silva","Galáxia (São Paulo); (38); 40-55","Galáxia (São Paulo)","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-25532018000200040&lang=pt" 
"S1518-70122018000200401-scl","Análise das relações e ações conjuntas entre as empresas do APL têxtil da região metropolitana de São Paulo: contribuições para o seu crescimento","Costa, Esdras da Silva, Bitante, Alessandra Preto, Britto, Lidiane Campos, Pinheiro, Luciane Ribeiro Dias, Farina, Milton Carlos","Interações (Campo Grande); 19(2); 401-415","Interações (Campo Grande)","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1518-70122018000200401&lang=pt" 
"S0104-44782018000200145-scl","Burocracia, redes sociais e interação: uma análise da implementação de políticas públicas","Lotta, Gabriela","Revista de Sociologia e Política; 26(66); 145-173","Revista de Sociologia e Política","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782018000200145&lang=pt" 
"S0103-37862018000100001-scl","Prosumers e redes sociais como fontes de informação mercadológica: uma análise sob a perspectiva da inteligência competitiva em empresas brasileiras","MARQUES, Lidiany Kelly da Silva, VIDIGAL, Frederico","Transinformação; 30(1); 1-14","Transinformação","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862018000100001&lang=pt" 
"S0020-38742018000100033-scl","A wave of mud: the travel of toxic water, from Bento Rodrigues to the Brazilian Atlantic","Creado, Eliana Santos Junqueira, Helmreich, Stefan","Revista do Instituto de Estudos Brasileiros; (69); 33-51","Revista do Instituto de Estudos Brasileiros","Inglês","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0020-38742018000100033&lang=pt" 
"S1415-65552018000100115-scl","Quem Lidera sua Opinião? Influência dos Formadores de Opinião Digitais no Engajamento","Almeida, Marcos Inácio Severo de, Coelho, Ricardo Limongi França, Camilo-Junior, Celso Gonçalves, Godoy, Rafaella Martins Feitosa de","Revista de Administração Contemporânea; 22(1); 115-137","Revista de Administração Contemporânea","Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552018000100115&lang=pt" 
"S0034-75902018000100016-scl","DETERMINANTES DE LA FORMACIÓN DE REDES INTERORGANIZATIVAS EN EL SECTOR CULTURAL","RAMOS-VIDAL, IGNACIO","Revista de Administração de Empresas; 58(1); 16-29","Revista de Administração de Empresas","Inglês, Espanhol","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902018000100016&lang=pt" 
"S1809-58442018000100063-scl","Disputas sobre performance nos estudos de Comunicação: desafios teóricos, derivas metodológicas","Amaral, Adriana, Soares, Thiago, Polivanov, Beatriz","Intercom: Revista Brasileira de Ciências da Comunicação; 41(1); 63-79","Intercom: Revista Brasileira de Ciências da Comunicação","Inglês, Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-58442018000100063&lang=pt" 
"S1809-58442018000100041-scl","Mapeando as relações de coprodução e codistribuição no cinema brasileiro: uma análise pela ótica da teoria de redes","Rocha, Daniela Torres da, Bonfim, Leandro Rodrigo Canto, Citadin, Michael William, Gimenez, Fernando Antonio Prado","Intercom: Revista Brasileira de Ciências da Comunicação; 41(1); 41-61","Intercom: Revista Brasileira de Ciências da Comunicação","Inglês, Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-58442018000100041&lang=pt" 
"S1982-61252018000100102-scl","Use of entrepreuneurial social networks by women in the travel agencies creation process","Teixeira, Rivanda Meira, Andreassi, Tales, Bomfim, Lea Cristina Silva","Revista Brasileira de Pesquisa em Turismo; 12(1); 102-132","Revista Brasileira de Pesquisa em Turismo","Inglês, Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-61252018000100102&lang=pt" 
"S1517-97022018000100401-scl","TIC na educação: ambientes pessoais de aprendizagem nas perspectivas e práticas de jovens","Ferreira, Giselle Martins dos Santos, Castiglione, Rafael Guilherme Mourão","Educação e Pesquisa; 44(); -","Educação e Pesquisa","Inglês, Português","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022018000100401&lang=pt" 
"S1679-39512017000400877-scl","Entre a simplificação e a complexidade, a heterogeneidade: Teoria Ator-Rede e uma nova epistemologia para os estudos organizacionais","Oliveira, Verônica Macário de, Valadão, José de Arimatéia Dias","Cadernos EBAPE.BR; 15(4); 877-899","Cadernos EBAPE.BR","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512017000400877&lang=pt" 
"S1808-24322017000300891-scl","O mapa da pós-graduação em Direito no Brasil:uma análise a partir do método da Social Network Analysis","Gameiro, Ian Pimentel, Guimarães Filho, Gilberto","Revista Direito GV; 13(3); 891-920","Revista Direito GV","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-24322017000300891&lang=pt" 
"S1809-58442017000300151-scl","O fantasmagórico site de rede social: como o Snapchat está sendo apropriado para a circulação de conteúdo jornalístico","Kannenberg, Vanessa, Sousa, Maíra Evangelista de","Intercom: Revista Brasileira de Ciências da Comunicação; 40(3); 151-167","Intercom: Revista Brasileira de Ciências da Comunicação","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-58442017000300151&lang=pt" 
"S0103-20702017000300083-scl","Espaço social e redes: contribuições metodológicas à sociologia das elites","Klüger, Elisa","Tempo Social; 29(3); 83-110","Tempo Social","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20702017000300083&lang=pt" 
"S0103-20702017000300061-scl","Redes sociais e recrutamento: o caso dos diretores e presidentes do Banco Central do Brasil (1994-2016)","Perissinotto, Renato Monseff, Cavalieri, Marco Antonio Ribas, Dantas, Eric Gil, Dias, Rodolfo Palazzo","Tempo Social; 29(3); 61-82","Tempo Social","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20702017000300061&lang=pt" 
"S1413-99362017000400177-scl","A rede social acadêmica researchgate como mecanismo de visibilidade e internacionalização da produção científica brasileira e portuguesa na área de Biblioteconomia e Ciência da Informação","Ribeiro, Raimunda Araujo, Oliveira, Lídia, Furtado, Cassia","Perspectivas em Ciência da Informação; 22(4); 177-207","Perspectivas em Ciência da Informação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-99362017000400177&lang=pt" 
"S1413-23112017000300173-scl","A TRANSFORMAÇÃO SOCIAL DE UMA FERRAMENTA ESTRATÉGICA EM UMA ORGANIZAÇÃO FAMILIAR BRASILEIRA","Cardoso, Eros Renato Silva, Silva, Alfredo Rodrigues Leite da","REAd. Revista Eletrônica de Administração (Porto Alegre); 23(3); 173-205","REAd. Revista Eletrônica de Administração (Porto Alegre)","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-23112017000300173&lang=pt" 
"S0100-55022017000400564-scl","Ética e Profissionalismo nas Redes Sociais: Comportamentos On-Line de Estudantes de Medicina","Souza, Edvaldo da Silva, Lorena, Suélem Barros de, Ferreira, Carolina Cavalcanti Gonçalves, Amorim, Anderson Felipe Cavalcante, Peter, João Vitor Sóstenes","Revista Brasileira de Educação Médica; 41(4); 564-575","Revista Brasileira de Educação Médica","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022017000400564&lang=pt" 
"S0103-636X2017000301101-scl","Formação de Professores que Ensinam Matemática: um olhar sobre as redes sociais e intelectuais do BOLEMA","Cecco, Bruna Larissa, Bernardi, Luci T. M. dos Santos, Delizoicov, Nadir Castilho","Bolema: Boletim de Educação Matemática; 31(59); 1101-1122","Bolema: Boletim de Educação Matemática","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-636X2017000301101&lang=pt" 
"S0103-73312017000400867-scl","Ouvir vozes: um estudo netnográfico de ambientes virtuais para ajuda mútua","Barros, Octávia Cristina, Serpa Jr, Octavio Domont de","Physis: Revista de Saúde Coletiva; 27(4); 867-888","Physis: Revista de Saúde Coletiva","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73312017000400867&lang=pt" 
"S0103-33522017000300159-scl","Análise da atuação da Câmara Legislativa do Distrito Federal na Era da Informação","Dias, Wagner Lopes, Reyes Junior, Edgar, Reis, André Luiz Nascimento","Revista Brasileira de Ciência Política; (24); 159-190","Revista Brasileira de Ciência Política","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522017000300159&lang=pt" 
"S1415-65552017000500666-scl","Socializar para Adequar-se: Como Redes Sociais Intraorganizacionais Podem Influenciar a Adequação Indivíduo-Organização","Miranda, Maria Gabriela de Cássia, Liboreiro, Karla Rocha, Borges, Renata","Revista de Administração Contemporânea; 21(5); 666-684","Revista de Administração Contemporânea","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552017000500666&lang=pt" 
"S0100-55022017000300412-scl","Ética e Profissionalismo nas Redes Sociais: Comportamentos On-Line de Estudantes de Medicina","Souza, Edvaldo da Silva, Lorena, Suélem Barros de, Ferreira, Carolina Cavalcanti Gonçalves, Amorim, Anderson Felipe Cavalcante, Peter, João Vitor Sóstenes","Revista Brasileira de Educação Médica; 41(3); 412-423","Revista Brasileira de Educação Médica","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022017000300412&lang=pt" 
"S1414-98932017000300770-scl","Violência contra a Mulher, Casas-Abrigo e Redes Sociais: Revisão Sistemática da Literatura","Krenkel, Scheila, Moré, Carmen Leontina Ojeda Ocampo","Psicologia: Ciência e Profissão; 37(3); 770-783","Psicologia: Ciência e Profissão","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932017000300770&lang=pt" 
"S1984-92302017000300379-scl","As liberdades no capitalismo de laços","Carbonai, Davide, Drago, Carlo","Organizações &amp; Sociedade; 24(82); 379-389","Organizações &amp; Sociedade","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-92302017000300379&lang=pt" 
"S0104-026X2017000200593-scl","“Percorrendo caminhos da angústia”: itinerários abortivos em uma capital nordestina","Porto, Rozeli Maria, Sousa, Cassia Helena Dantas","Revista Estudos Feministas; 25(2); 593-616","Revista Estudos Feministas","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2017000200593&lang=pt" 
"S1517-45222017000200370-scl","O conceito de modo de vida: entre traduções, definições e discussões","Braga, Gustavo Bastos, Fiúza, Ana Louise Carvalho, Remoaldo, Paula Cristina Almeida","Sociologias; 19(45); 370-396","Sociologias","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222017000200370&lang=pt" 
"S0103-33522017000200295-scl","Eleições e debate político on-line em 2014: os comentários no Facebook do jornal O Estado de S. Paulo","Massuchin, Michele Goulart, Mitozo, Isabele Batista, Carvalho, Fernanda Cavassana de","Revista Brasileira de Ciência Política; (23); 295-320","Revista Brasileira de Ciência Política","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522017000200295&lang=pt" 
"S1981-77462017000100269-scl","A RUPTURA SOCIAL INFANTOJUVENIL E SUA INFERÊNCIA NAS REPRESENTAÇÕES DE CONSELHEIROS TUTELARES","Garbin, Cléa Adas Saliba, Bordin, Danielle, Fadel, Cristina Berger, Garbin, Artênio José Ísper, Saliba, Nemre Adas","Trabalho, Educação e Saúde; 15(1); 269-282","Trabalho, Educação e Saúde","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462017000100269&lang=pt" 
"S1982-61252017000100061-scl","Citation analysis of the Brazilian tourism journals: subsidies for impact factors estimation","Santos, Glauber Eduardo de Oliveira, Panosso Netto, Alexandre, Wang, Xuanyi","Revista Brasileira de Pesquisa em Turismo; 11(1); 61-88","Revista Brasileira de Pesquisa em Turismo","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-61252017000100061&lang=pt" 
"S2175-33692017000100052-scl","Ocupação urbana, redes sociais e territorialização da resistência: o caso de Aparecida de Goiânia, Brasil","Safadi, Sandro de Oliveira","urbe. Revista Brasileira de Gestão Urbana; 9(1); 52-67","urbe. Revista Brasileira de Gestão Urbana","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-33692017000100052&lang=pt" 
"S0103-37862017000100115-scl","Estudo da rede de colaboração científica em nanotecnologia na Empresa Brasileira de Pesquisa Agropecuária","CAMPOS, Marcelo Moreira, GUIMARÃES, Marcos Vinícius Amorim Ferreira, FERREIRA, Liliane Juvência Azevedo, ALVARES, Lillian Maria Araújo de Rezende","Transinformação; 29(1); 115-123","Transinformação","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862017000100115&lang=pt" 
"S1679-39512017000100011-scl","O paradoxo das Palmas: análise do (des)uso da moeda social no “bairro da economia solidária”","Rigo, Ariádne Scalfoni, França Filho, Genauto Carvalho de","Cadernos EBAPE.BR; 15(1); 169-193","Cadernos EBAPE.BR","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512017000100011&lang=pt" 
"S1679-39512017000100003-scl","A noção de cultura nos estudos contemporâneos de Aprendizagem Organizacional no Brasil: desvendando a rede com o uso da inscrição literária","Américo, Bruno Luiz, Carniel, Fagner, Fantinel, Letícia Dias","Cadernos EBAPE.BR; 15(1); 21-39","Cadernos EBAPE.BR","Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512017000100003&lang=pt" 
"S1809-43412017000300506-scl","FROM DISARMAMENT TO REARMAMENT: ELEMENTS FOR A SOCIOLOGY OF CRITIQUE OF THE PACIFICATION POLICE UNIT PROGRAM","Menezes, Palloma, Corrêa, Diogo","Vibrant: Virtual Brazilian Anthropology; 14(3); -","Vibrant: Virtual Brazilian Anthropology","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-43412017000300506&lang=pt" 
"S1413-23112016000300280-scl","INFORMAL SOCIAL NETWORK AND TECHNICAL KNOWLEDGE TRANSFER IN R&amp;D","Ribeiro, Lourdes Carniello, Rodriguez Y Rodriguez, Martius Vicente","REAd. Revista Eletrônica de Administração (Porto Alegre); 22(3); 280-311","REAd. Revista Eletrônica de Administração (Porto Alegre)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-23112016000300280&lang=pt" 
"S0101-73302016000401159-scl","“OCUPAR E RESISTIR”: A INSURREIÇÃO DOS ESTUDANTES PAULISTAS","Corti, Ana Paula de Oliveira, Corrochano, Maria Carla, Silva, José Alves da","Educação &amp; Sociedade; 37(137); 1159-1176","Educação &amp; Sociedade","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302016000401159&lang=pt" 
"S1808-23862016000600231-scl","Social Capital and Selectivity in Academic Co-Authorship Networks: the Case of Accounting Sciences in Brazil","Barbosa Neto, João Estevão, Higgins, Silvio Segundo Salej, Cunha, Jacqueline Veneroso Alves da, Ribeiro, Antônio Carlos","BBR. Brazilian Business Review; 13(6); 231-259","BBR. Brazilian Business Review","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-23862016000600231&lang=pt" 
